release_year,type,rating,listed_in1,listed_in2,listed_in3,country1,Cluster
2013,TV Show,TV-MA,International TV Shows, Spanish-Language TV Shows, TV Dramas,Chile,3
2019,TV Show,TV-MA,Crime TV Shows, International TV Shows, Spanish-Language TV Shows,United States,3
2019,Movie,TV-14,Documentaries, International Movies,0,Colombia,0
2017,Movie,TV-14,Dramas, Independent Movies, International Movies,Mexico,0
2018,Movie,TV-14,Documentaries, International Movies,0,Colombia,0
2017,TV Show,TV-MA,International TV Shows, Spanish-Language TV Shows, TV Comedies,United States,3
2018,Movie,TV-14,Action & Adventure, Comedies, International Movies,Egypt,0
1971,Movie,TV-14,Action & Adventure, Cult Movies, International Movies,India,2
2006,Movie,TV-MA,International Movies, Sci-Fi & Fantasy,0,Netherlands,1
2019,Movie,TV-MA,Dramas, International Movies,0,Nigeria,0
2020,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2020,Movie,TV-Y,Children & Family Movies,0,0,United States,1
2019,Movie,TV-MA,Horror Movies,0,0,United States,1
2019,Movie,TV-MA,Dramas, International Movies, LGBTQ Movies,Spain,0
2020,TV Show,TV-MA,Crime TV Shows, International TV Shows, Spanish-Language TV Shows,Spain,3
2019,Movie,R,Dramas, Sci-Fi & Fantasy,0,United States,1
2018,TV Show,TV-MA,Stand-Up Comedy & Talk Shows, TV Comedies,0,United States,3
2014,Movie,TV-14,Documentaries, International Movies,0,France,0
2018,Movie,PG,Children & Family Movies,0,0,Canada,1
2015,Movie,TV-PG,Documentaries,0,0,United Kingdom,1
2016,Movie,TV-MA,Horror Movies, Thrillers,0,United States,1
2008,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2020,Movie,TV-MA,Documentaries, International Movies, Music & Musicals,Brazil,0
2020,TV Show,TV-MA,Romantic TV Shows, TV Comedies, TV Dramas,United States,3
2020,TV Show,TV-Y,Kids' TV,0,0,United States,3
2016,Movie,TV-PG,Dramas, International Movies,0,Indonesia,0
2016,Movie,TV-MA,Dramas, International Movies, Music & Musicals,Australia,0
2017,TV Show,TV-PG,Reality TV,0,0,United States,3
2018,TV Show,TV-14,Docuseries,0,0,Czech Republic,3
2006,Movie,PG-13,Comedies, Romantic Movies,0,United States,1
2002,Movie,TV-14,Dramas, Independent Movies, International Movies,India,0
2016,TV Show,TV-14,British TV Shows, Crime TV Shows, Docuseries,United Kingdom,3
2012,Movie,R,Action & Adventure,0,0,United States,1
2013,Movie,R,Independent Movies, Thrillers,0,Canada,1
2018,TV Show,TV-MA,International TV Shows, TV Comedies,0,India,3
1996,Movie,TV-14,Comedies, Dramas, International Movies,India,2
2018,Movie,TV-MA,Stand-Up Comedy,0,0,Germany,1
2016,Movie,TV-14,Documentaries,0,0,United States,1
2020,Movie,PG-13,Action & Adventure, Children & Family Movies, Dramas,United Kingdom,0
2014,TV Show,TV-14,International TV Shows, TV Dramas,0,South Korea,3
2018,Movie,TV-MA,Dramas, Independent Movies, Romantic Movies,Canada,0
2019,Movie,TV-MA,Documentaries, International Movies,0,United States,1
1973,Movie,R,Action & Adventure, Classic Movies,0,Hong Kong,2
2016,Movie,PG-13,Action & Adventure, International Movies, Sci-Fi & Fantasy,France,0
2017,TV Show,TV-MA,Classic & Cult TV, TV Comedies,0,United Kingdom,3
2015,Movie,PG-13,Dramas, Romantic Movies, Sci-Fi & Fantasy,United States,1
2017,TV Show,TV-Y7,Kids' TV, TV Comedies,0,United States,3
2002,Movie,R,Action & Adventure, Dramas, Sci-Fi & Fantasy,United States,2
2020,TV Show,TV-MA,International TV Shows, TV Mysteries, TV Thrillers,Denmark,3
2016,TV Show,TV-14,Anime Series, International TV Shows, TV Thrillers,Japan,3
2020,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2012,Movie,TV-MA,Comedies, Music & Musicals,0,United States,1
2018,Movie,TV-MA,Horror Movies, International Movies, Sci-Fi & Fantasy,Spain,0
2017,Movie,TV-Y,Children & Family Movies,0,0,United States,1
1990,Movie,TV-MA,Comedies, Dramas, Independent Movies,Poland,2
2009,Movie,TV-14,Action & Adventure, International Movies,0,Egypt,0
1985,Movie,NR,Comedies, Cult Movies, International Movies,Argentina,2
2016,Movie,TV-14,Dramas, International Movies, Romantic Movies,Mexico,0
2017,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,China,3
2018,Movie,TV-14,International Movies, Music & Musicals, Thrillers,India,0
2020,TV Show,TV-MA,International TV Shows, TV Dramas,0,Turkey,3
2018,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,Egypt,3
2018,Movie,R,Dramas, International Movies, LGBTQ Movies,Italy,0
2020,Movie,PG-13,Comedies, Music & Musicals, Romantic Movies,United States,1
2007,Movie,PG,Children & Family Movies, Comedies, Faith & Spirituality,United States,1
1998,Movie,TV-MA,Action & Adventure, Anime Features, International Movies,Japan,2
2010,Movie,TV-MA,Dramas, International Movies,0,Spain,0
2018,Movie,TV-PG,Dramas, Independent Movies, International Movies,India,0
1997,Movie,R,Horror Movies, Sci-Fi & Fantasy,0,United Kingdom,2
2016,TV Show,TV-Y7,Kids' TV,0,0,Canada,3
2019,Movie,TV-MA,Dramas, Independent Movies, Thrillers,United States,1
2019,Movie,R,Dramas, International Movies, Thrillers,Spain,0
2015,Movie,TV-14,Dramas, International Movies, Romantic Movies,Philippines,0
2014,TV Show,TV-PG,British TV Shows, Docuseries, International TV Shows,United Kingdom,3
2016,Movie,TV-MA,Comedies, Dramas, International Movies,Philippines,0
2018,TV Show,TV-14,TV Comedies, TV Dramas, Teen TV Shows,United States,3
2019,TV Show,TV-14,TV Dramas,0,0,United States,3
2001,Movie,PG-13,Comedies, Sci-Fi & Fantasy,0,United States,1
2019,Movie,TV-14,Comedies, International Movies, Romantic Movies,India,0
2015,Movie,R,Dramas, Independent Movies, International Movies,United Kingdom,0
2011,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Comedies,China,3
1996,Movie,R,Action & Adventure,0,0,United States,2
2018,Movie,TV-MA,Dramas, International Movies, Romantic Movies,Philippines,0
2012,Movie,NR,Comedies, Romantic Movies,0,United States,1
2001,Movie,R,Action & Adventure,0,0,United States,1
2017,Movie,TV-PG,Documentaries, International Movies,0,Germany,0
2014,Movie,TV-MA,Action & Adventure, Anime Features, Sci-Fi & Fantasy,Japan,0
2019,Movie,TV-14,Action & Adventure, Dramas, Independent Movies,United States,1
2018,Movie,TV-MA,Action & Adventure, Dramas, Sci-Fi & Fantasy,United States,1
2020,Movie,R,Action & Adventure,0,0,United States,1
2020,TV Show,TV-MA,Crime TV Shows, International TV Shows, Korean TV Shows,South Korea,3
2006,TV Show,TV-MA,British TV Shows, TV Comedies,0,United Kingdom,3
2019,Movie,R,Dramas, Independent Movies,0,United States,1
2019,Movie,TV-MA,Dramas, International Movies, Thrillers,Spain,0
2010,Movie,TV-MA,Comedies, International Movies,0,Turkey,0
2011,Movie,TV-PG,Comedies, International Movies, Romantic Movies,Turkey,0
2014,Movie,TV-PG,Comedies, International Movies,0,Turkey,0
2009,TV Show,TV-14,Crime TV Shows, International TV Shows, TV Dramas,Turkey,3
2020,TV Show,TV-MA,TV Comedies,0,0,United States,3
2017,Movie,TV-MA,Comedies, Romantic Movies,0,United States,1
2018,Movie,TV-PG,Children & Family Movies, Sci-Fi & Fantasy,0,United States,1
2017,Movie,TV-MA,Stand-Up Comedy,0,0,Chile,1
2017,Movie,TV-MA,Dramas, Independent Movies,0,United States,1
2019,Movie,TV-MA,Stand-Up Comedy,0,0,France,1
2009,TV Show,TV-MA,Anime Series, International TV Shows,0,Japan,3
2019,Movie,PG,Comedies, Faith & Spirituality, Romantic Movies,United States,1
2015,TV Show,TV-G,British TV Shows, Crime TV Shows, Docuseries,United Kingdom,3
2018,Movie,TV-MA,Stand-Up Comedy,0,0,Singapore,1
2011,Movie,TV-14,Action & Adventure, Dramas, International Movies,India,0
2019,Movie,TV-14,Comedies,0,0,United States,1
2014,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Comedies,Taiwan,3
1998,Movie,R,Thrillers,0,0,United States,2
2017,TV Show,TV-MA,Crime TV Shows, International TV Shows, TV Comedies,Sweden,3
2019,Movie,TV-PG,Comedies, Romantic Movies,0,United States,1
2018,TV Show,TV-MA,Crime TV Shows, Spanish-Language TV Shows, TV Dramas,Mexico,3
2018,TV Show,TV-MA,International TV Shows, Romantic TV Shows, TV Dramas,South Korea,3
2017,Movie,TV-MA,Dramas, Independent Movies, International Movies,Germany,0
2018,Movie,TV-MA,Horror Movies,0,0,United States,1
2020,TV Show,TV-MA,International TV Shows, TV Comedies, TV Dramas,France,3
2020,TV Show,TV-PG,Kids' TV, TV Comedies,0,United States,3
2018,Movie,TV-G,Children & Family Movies, Dramas, International Movies,United Arab Emirates,0
2019,Movie,TV-14,Thrillers,0,0,United States,1
2017,Movie,TV-MA,Comedies, Dramas, Independent Movies,Poland,0
2014,Movie,NR,Dramas, Independent Movies, International Movies,India,0
2016,TV Show,TV-Y7,Kids' TV, TV Comedies,0,Canada,3
2018,Movie,TV-PG,Comedies, International Movies, LGBTQ Movies,Philippines,0
2015,Movie,TV-14,Action & Adventure, Dramas, International Movies,Australia,0
2017,Movie,TV-MA,Comedies, International Movies,0,Egypt,0
2015,TV Show,TV-14,Crime TV Shows, International TV Shows, TV Dramas,Russia,3
2020,TV Show,TV-MA,International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies,France,3
2018,Movie,TV-MA,Stand-Up Comedy,0,0,France,1
2008,Movie,TV-MA,Dramas, International Movies,0,India,0
2020,TV Show,TV-Y7,Kids' TV,0,0,United States,3
2020,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2020,Movie,TV-14,Thrillers,0,0,United States,1
2017,TV Show,TV-MA,Anime Series, International TV Shows,0,Japan,3
2018,TV Show,TV-MA,Anime Series, International TV Shows,0,Japan,3
2016,Movie,TV-14,Action & Adventure, Anime Features, International Movies,Japan,0
2015,TV Show,TV-14,Anime Series, International TV Shows,0,Japan,3
2012,TV Show,TV-MA,Anime Series, International TV Shows,0,Japan,3
2017,TV Show,TV-14,British TV Shows, Crime TV Shows, TV Dramas,United Kingdom,3
2018,Movie,TV-MA,Comedies,0,0,United States,1
2012,Movie,TV-14,Comedies, Dramas, International Movies,India,0
2020,TV Show,TV-MA,Crime TV Shows, International TV Shows, TV Action & Adventure,Israel,3
1998,Movie,R,Comedies, Cult Movies, Dramas,United States,2
2020,Movie,TV-Y7,Children & Family Movies, Comedies,0,Canada,1
2020,TV Show,TV-MA,Romantic TV Shows, TV Comedies, TV Dramas,United Kingdom,3
2017,Movie,TV-MA,Documentaries,0,0,United States,1
2020,Movie,TV-G,Children & Family Movies, Comedies, Dramas,United States,1
2020,TV Show,TV-MA,Stand-Up Comedy & Talk Shows, TV Comedies,0,United States,3
2012,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2017,Movie,TV-MA,Stand-Up Comedy,0,0,Brazil,1
2020,Movie,TV-MA,Stand-Up Comedy,0,0,Germany,1
2018,Movie,TV-MA,Comedies, International Movies,0,Colombia,0
2018,Movie,TV-MA,Stand-Up Comedy,0,0,Argentina,1
2012,Movie,TV-PG,Comedies, International Movies, Sports Movies,India,0
1986,Movie,PG-13,Classic Movies, Comedies, Cult Movies,United States,2
2004,Movie,TV-14,International Movies, Romantic Movies, Thrillers,India,0
1971,Movie,G,Classic Movies, Dramas, Music & Musicals,United States,2
2020,Movie,TV-MA,Comedies, Dramas, International Movies,Poland,0
2015,Movie,NR,Dramas, International Movies,0,Nigeria,0
2018,TV Show,TV-14,International TV Shows, Romantic TV Shows, TV Dramas,Nigeria,3
2008,Movie,TV-Y7,Children & Family Movies, Comedies,0,United Kingdom,1
2016,Movie,TV-PG,Documentaries,0,0,United States,1
2015,TV Show,TV-14,Crime TV Shows, International TV Shows, TV Action & Adventure,Turkey,3
2017,Movie,TV-MA,Documentaries,0,0,United States,1
2015,Movie,TV-PG,Dramas, International Movies,0,Indonesia,0
2000,Movie,R,Cult Movies, Horror Movies, Thrillers,United States,2
2003,Movie,R,Horror Movies, Thrillers,0,United States,1
2006,Movie,R,Horror Movies,0,0,United States,1
2017,TV Show,TV-PG,International TV Shows, TV Dramas,0,Japan,3
2017,Movie,TV-14,International Movies, Romantic Movies,0,Philippines,1
2020,Movie,TV-PG,Dramas, International Movies,0,Philippines,0
2016,Movie,TV-14,Documentaries, International Movies,0,Italy,0
2012,Movie,TV-14,Documentaries, International Movies,0,India,0
2019,Movie,TV-MA,Dramas, International Movies,0,India,0
2013,Movie,TV-MA,Dramas, Independent Movies, International Movies,India,0
2018,TV Show,TV-Y,British TV Shows, Kids' TV,0,United Kingdom,3
2017,Movie,TV-PG,Anime Features, Romantic Movies,0,Japan,1
2018,Movie,TV-14,Comedies, Romantic Movies,0,United States,1
2017,Movie,R,Action & Adventure,0,0,United Kingdom,1
2018,Movie,TV-14,Dramas, International Movies, Romantic Movies,Netherlands,0
2018,Movie,TV-MA,Dramas, International Movies, Romantic Movies,Philippines,0
2018,Movie,TV-MA,Dramas, Independent Movies, Sports Movies,United States,1
2017,Movie,TV-MA,Dramas,0,0,Cambodia,1
2016,Movie,TV-MA,Horror Movies, International Movies,0,United Kingdom,0
2019,Movie,PG-13,Comedies, Dramas, Music & Musicals,United Kingdom,0
2015,Movie,NR,Documentaries,0,0,United States,1
2018,Movie,TV-Y,Children & Family Movies,0,0,Brazil,1
2016,Movie,TV-14,Dramas, International Movies, Romantic Movies,India,0
2017,TV Show,TV-MA,Docuseries,0,0,United States,3
1982,Movie,R,Action & Adventure, International Movies,0,Hong Kong,2
2015,Movie,TV-MA,Dramas, Independent Movies,0,United States,1
2014,TV Show,TV-G,Reality TV,0,0,United States,3
2000,Movie,TV-14,Dramas, International Movies, Music & Musicals,India,0
2017,TV Show,TV-MA,TV Comedies, TV Dramas,0,United States,3
2008,Movie,PG-13,Dramas,0,0,Canada,1
2020,TV Show,TV-G,Docuseries, International TV Shows,0,China,3
2018,Movie,TV-PG,Anime Features, International Movies, Romantic Movies,China,0
2016,Movie,TV-14,Comedies, International Movies,0,Egypt,0
2019,TV Show,TV-PG,Reality TV,0,0,United Kingdom,3
2018,Movie,TV-MA,Dramas, Independent Movies, Music & Musicals,United States,1
2020,TV Show,TV-PG,Reality TV,0,0,United States,3
2016,TV Show,TV-Y7,Kids' TV, Korean TV Shows,0,South Korea,3
2018,TV Show,TV-MA,British TV Shows, International TV Shows, TV Comedies,United Kingdom,3
1978,Movie,TV-MA,Action & Adventure, International Movies,0,Hong Kong,2
2017,Movie,TV-MA,Documentaries, International Movies,0,United Arab Emirates,0
2018,TV Show,TV-MA,Docuseries,0,0,United States,3
2020,TV Show,TV-MA,International TV Shows, TV Dramas,0,Japan,3
2016,TV Show,TV-MA,Anime Series, International TV Shows, Teen TV Shows,Japan,3
2011,TV Show,TV-14,International TV Shows, TV Dramas,0,United States,3
2010,Movie,R,Dramas,0,0,United States,1
2012,Movie,R,Dramas, International Movies,0,Mexico,0
2015,Movie,TV-MA,Comedies, Dramas, Independent Movies,United States,1
2019,Movie,TV-MA,Comedies,0,0,United Kingdom,1
2018,Movie,TV-MA,Documentaries,0,0,United States,1
2018,Movie,TV-14,Dramas, International Movies, Romantic Movies,Philippines,0
1977,Movie,G,Children & Family Movies,0,0,United States,2
2016,Movie,TV-14,Documentaries,0,0,Canada,1
2017,TV Show,TV-14,Reality TV,0,0,United States,3
2017,Movie,TV-MA,Comedies, International Movies,0,Spain,0
2017,Movie,TV-14,Documentaries, International Movies, LGBTQ Movies,United Kingdom,0
1956,Movie,G,Action & Adventure, Classic Movies, Sci-Fi & Fantasy,United States,2
2016,Movie,TV-14,Action & Adventure, International Movies,0,India,0
2020,Movie,TV-14,International Movies, Thrillers,0,India,0
2011,TV Show,TV-MA,Crime TV Shows, Docuseries, Science & Nature TV,United States,3
2019,TV Show,TV-14,Anime Series, International TV Shows,0,Japan,3
2019,TV Show,TV-14,Reality TV,0,0,United States,3
2018,Movie,TV-MA,Dramas, International Movies,0,Italy,0
2017,Movie,TV-MA,Dramas, International Movies, Thrillers,South Korea,0
2020,Movie,TV-MA,Stand-Up Comedy,0,0,United States,1
2008,Movie,PG-13,Comedies, Romantic Movies,0,Germany,1
2016,TV Show,TV-MA,Crime TV Shows, International TV Shows, Spanish-Language TV Shows,Spain,3
2013,Movie,TV-14,Comedies, Dramas, International Movies,Philippines,0
1994,Movie,R,Classic Movies, Comedies, International Movies,United Kingdom,2
2007,Movie,R,Dramas, Thrillers,0,United States,1
2019,Movie,TV-MA,Thrillers,0,0,United States,1
2012,Movie,R,Comedies, Dramas, Independent Movies,United States,1
2019,Movie,TV-MA,Stand-Up Comedy,0,0,Italy,1
2019,Movie,TV-MA,Stand-Up Comedy,0,0,Mexico,1
2018,Movie,TV-MA,Stand-Up Comedy,0,0,Mexico,1
2016,Movie,TV-MA,Dramas, Thrillers,0,United States,1
2020,TV Show,TV-MA,International TV Shows, Stand-Up Comedy & Talk Shows,0,Germany,3
2019,Movie,TV-14,Comedies,0,0,United States,1
2017,Movie,TV-MA,Comedies,0,0,United States,1
2018,Movie,TV-MA,Comedies, Dramas, Independent Movies,United States,1
2018,Movie,R,Independent Movies, Sci-Fi & Fantasy, Thrillers,United States,1
2020,Movie,TV-MA,Dramas, Independent Movies, International Movies,Germany,0
2007,Movie,PG,Children & Family Movies, Comedies,0,United States,1
2016,Movie,R,Action & Adventure, Comedies, Independent Movies,United Kingdom,0
2019,TV Show,TV-G,British TV Shows, Kids' TV, TV Dramas,United States,3
2019,Movie,TV-G,Children & Family Movies, Dramas,0,United States,1
2016,Movie,R,Action & Adventure, Dramas,0,United States,1
1993,Movie,PG,Children & Family Movies, Dramas,0,United States,2
2018,Movie,TV-PG,Comedies, Dramas, International Movies,United Arab Emirates,0
2015,Movie,R,Documentaries,0,0,United States,1
2016,Movie,TV-MA,Comedies, International Movies,0,Egypt,0
2015,Movie,TV-MA,Dramas, Independent Movies,0,United States,1
2015,Movie,TV-PG,Comedies, International Movies, Romantic Movies,South Africa,0
2016,TV Show,TV-14,Crime TV Shows, TV Dramas, TV Mysteries,United States,3
2019,Movie,TV-PG,Dramas, Faith & Spirituality,0,United States,1
2020,TV Show,TV-MA,Crime TV Shows, International TV Shows, TV Dramas,Austria,3
2009,Movie,R,Horror Movies,0,0,United States,1
2016,Movie,R,Horror Movies, International Movies,0,Germany,0
2019,TV Show,TV-MA,Romantic TV Shows, TV Comedies,0,United States,3
1980,Movie,TV-14,Action & Adventure, Dramas, International Movies,India,2
2014,Movie,TV-MA,Comedies, Dramas, International Movies,United Arab Emirates,0
2016,TV Show,TV-MA,Classic & Cult TV, TV Action & Adventure, TV Horror,United States,3
2017,Movie,TV-14,Children & Family Movies, Comedies, Dramas,Egypt,0
2010,Movie,R,Action & Adventure, International Movies,0,France,0
2016,Movie,PG,Documentaries, International Movies, Sports Movies,United States,1
2018,Movie,TV-MA,Dramas, Independent Movies, Thrillers,United States,1
2018,TV Show,TV-MA,International TV Shows, TV Action & Adventure, TV Dramas,Canada,3
2011,TV Show,TV-PG,British TV Shows, Docuseries, International TV Shows,United Kingdom,3
